"STATE_NAME","GEOID","event_type","year_numerical","total_event_days","average_impacted_area_hectare","sd_impacted_area_hectare"
"Utah",49005,"Extreme Heat Event",2013,6,152513.7,121203.3
"Utah",49005,"Extreme Heat Event",2014,7,179276.1,153174.8
"Utah",49005,"Extreme Heat Event",2015,8,251804.8,250415.7
"Utah",49005,"Extreme Heat Event",2018,2,146305.9,0
"Utah",49005,"Extreme Heat Event",2019,1,2709.9,NA
"Utah",49005,"Extreme Heat Event",2021,6,423774.6,171663.2
"Utah",49005,"Extreme Heat Event",2022,7,124047.4,90306.2
"Utah",49007,"Extreme Cold Event",2008,5,494289.9,171428.4
"Utah",49007,"Extreme Cold Event",2009,14,456654,173311.2
"Utah",49007,"Extreme Cold Event",2010,3,537005.2,194841.3
"Utah",49007,"Extreme Cold Event",2011,14,565550.5,139854.5
"Utah",49007,"Extreme Cold Event",2012,6,480759.4,184842.7
"Utah",49007,"Extreme Cold Event",2013,21,608997.5,104574.8
"Utah",49007,"Extreme Cold Event",2014,1,649496.9,NA
"Utah",49007,"Extreme Cold Event",2015,5,595642.2,120422.7
"Utah",49007,"Extreme Cold Event",2016,5,169048.6,133593.4
"Utah",49007,"Extreme Cold Event",2017,3,649496.9,0
"Utah",49007,"Extreme Cold Event",2018,1,109303.8,NA
"Utah",49007,"Extreme Cold Event",2019,3,289368.2,311880.6
"Utah",49007,"Extreme Cold Event",2020,7,109303.8,0
"Utah",49007,"Extreme Cold Event",2021,1,312021.9,NA
"Utah",49007,"Extreme Cold Event",2022,6,463022.3,204272.6
"Utah",49007,"Extreme Heat Event",2008,4,334283.7,155930.4
"Utah",49007,"Extreme Heat Event",2010,5,377885.2,145608.8
"Utah",49007,"Extreme Heat Event",2011,4,324189.3,46902.8
"Utah",49007,"Extreme Heat Event",2012,1,167343.8,NA
"Utah",49007,"Extreme Heat Event",2014,4,363615.1,131714.9
"Utah",49007,"Extreme Heat Event",2017,5,370933.6,135676.6
"Utah",49007,"Extreme Heat Event",2018,5,323325.6,109440.1
"Utah",49007,"Extreme Heat Event",2019,2,355409,92718.1
"Utah",49007,"Extreme Heat Event",2021,5,312866.8,129738.2
"Utah",49009,"Extreme Cold Event",2009,8,326695.4,0
"Utah",49009,"Extreme Cold Event",2010,2,242132.6,119589.9
"Utah",49009,"Extreme Cold Event",2011,11,269468.9,127320.9
"Utah",49009,"Extreme Cold Event",2012,4,169322.6,181718.5
"Utah",49009,"Extreme Cold Event",2013,21,311765.6,68417
"Utah",49009,"Extreme Cold Event",2014,6,326695.4,0
"Utah",49009,"Extreme Cold Event",2015,9,152378.7,165371.8
"Utah",49009,"Extreme Cold Event",2016,5,229726.5,134508.7
"Utah",49009,"Extreme Cold Event",2017,2,312175.7,20534
"Utah",49009,"Extreme Cold Event",2018,1,297656,NA
"Utah",49009,"Extreme Cold Event",2019,5,161164.2,150477.1
"Utah",49009,"Extreme Cold Event",2022,6,298507.8,69045.2
"Utah",49009,"Extreme Heat Event",2011,1,1724,NA
"Utah",49009,"Extreme Heat Event",2014,2,58550.3,67207.5
"Utah",49009,"Extreme Heat Event",2017,1,1114,NA
"Utah",49009,"Extreme Heat Event",2018,3,67451.7,58359.1
"Utah",49009,"Extreme Heat Event",2021,5,31337.1,62263.4
"Utah",49011,"Extreme Cold Event",2008,1,289073.2,NA
"Utah",49011,"Extreme Cold Event",2009,6,240934.2,117916
"Utah",49011,"Extreme Cold Event",2010,3,289073.2,0
"Utah",49011,"Extreme Cold Event",2011,10,115796.7,149132.7
"Utah",49011,"Extreme Cold Event",2012,1,12591.5,NA
"Utah",49011,"Extreme Cold Event",2013,19,245418.2,103579.5
"Utah",49011,"Extreme Cold Event",2014,4,105150.6,126432.2
"Utah",49011,"Extreme Cold Event",2015,5,289073.2,0
"Utah",49011,"Extreme Cold Event",2016,9,236212.2,96733.5
"Utah",49011,"Extreme Cold Event",2017,8,174804.6,87044.6
"Utah",49011,"Extreme Cold Event",2018,4,276392.6,8453.8
"Utah",49011,"Extreme Cold Event",2019,8,230367.9,101833.4
"Utah",49011,"Extreme Cold Event",2020,1,272165.7,NA
"Utah",49011,"Extreme Cold Event",2022,7,141490.1,139041.7
"Utah",49011,"Extreme Heat Event",2008,3,81932.9,77870.2
"Utah",49011,"Extreme Heat Event",2009,1,10305.2,NA
"Utah",49011,"Extreme Heat Event",2010,6,186847.6,90483.9
"Utah",49011,"Extreme Heat Event",2011,3,31661.1,25082.9
"Utah",49011,"Extreme Heat Event",2013,7,128181,102257.7
"Utah",49011,"Extreme Heat Event",2014,3,136560.1,109606.1
"Utah",49011,"Extreme Heat Event",2015,6,101199.2,77350.3
"Utah",49011,"Extreme Heat Event",2017,3,25093.2,36650.7
"Utah",49011,"Extreme Heat Event",2018,3,193927.5,160998.5
"Utah",49011,"Extreme Heat Event",2021,6,224973.5,57474.2
"Utah",49011,"Extreme Heat Event",2022,8,38386.2,100865.3
"Utah",49013,"Extreme Cold Event",2008,5,453872.1,493420
"Utah",49013,"Extreme Cold Event",2009,18,493477.9,566663.1
"Utah",49013,"Extreme Cold Event",2010,4,702394.2,610647.9
"Utah",49013,"Extreme Cold Event",2011,14,1161312.1,487810.1
"Utah",49013,"Extreme Cold Event",2012,6,613621.4,637688.2
"Utah",49013,"Extreme Cold Event",2013,21,1329933.1,241158.2
"Utah",49013,"Extreme Cold Event",2014,6,367971.4,559491.1
"Utah",49013,"Extreme Cold Event",2015,5,1220202.9,467391.5
"Utah",49013,"Extreme Cold Event",2016,4,661460.9,422804.5
"Utah",49013,"Extreme Cold Event",2017,4,952004.9,350409.2
"Utah",49013,"Extreme Cold Event",2018,1,382750.4,NA
"Utah",49013,"Extreme Cold Event",2019,4,454423.9,439693.4
"Utah",49013,"Extreme Cold Event",2021,1,40002.4,NA
"Utah",49013,"Extreme Cold Event",2022,8,884650.4,353627.1
"Utah",49013,"Extreme Heat Event",2008,2,2850.6,2903
"Utah",49013,"Extreme Heat Event",2010,4,129407.1,111094.2
"Utah",49013,"Extreme Heat Event",2011,3,23313.2,25347.7
"Utah",49013,"Extreme Heat Event",2014,1,35605.9,NA
"Utah",49013,"Extreme Heat Event",2017,3,10161.8,2342.2
"Utah",49013,"Extreme Heat Event",2018,1,6563.2,NA
"Utah",49013,"Extreme Heat Event",2019,2,34518.3,40872.7
"Utah",49013,"Extreme Heat Event",2021,4,36998.6,44405.5
"Utah",49015,"Extreme Cold Event",2008,5,1769827.8,145431.1
"Utah",49015,"Extreme Cold Event",2009,14,1731011.9,136003.4
"Utah",49015,"Extreme Cold Event",2010,3,1735721.5,100280.1
"Utah",49015,"Extreme Cold Event",2011,14,1556860.8,646898.8
"Utah",49015,"Extreme Cold Event",2012,6,1769438.1,163660.6
"Utah",49015,"Extreme Cold Event",2013,22,110850.6,119799.4
"Utah",49015,"Extreme Cold Event",2014,1,1789032.7,NA
"Utah",49015,"Extreme Cold Event",2015,7,1234052.2,739008.8
"Utah",49015,"Extreme Cold Event",2016,17,757863.4,672783.6
"Utah",49015,"Extreme Cold Event",2017,5,1310682.8,663287.6
"Utah",49015,"Extreme Cold Event",2018,2,931642.3,1292577.8
"Utah",49015,"Extreme Cold Event",2019,7,877271.6,913386.8
"Utah",49015,"Extreme Cold Event",2020,7,1845632.8,0
"Utah",49015,"Extreme Cold Event",2021,3,551783.2,925142.7
"Utah",49015,"Extreme Cold Event",2022,7,830955,968555.3
"Utah",49015,"Extreme Heat Event",2008,5,92502.9,74677.1
"Utah",49015,"Extreme Heat Event",2010,5,121053,91139.6
"Utah",49015,"Extreme Heat Event",2011,3,62750.2,22918.9
"Utah",49015,"Extreme Heat Event",2012,1,7356.2,NA
"Utah",49015,"Extreme Heat Event",2014,5,104886.2,70041.7
"Utah",49015,"Extreme Heat Event",2015,2,42296.4,16586.3
"Utah",49015,"Extreme Heat Event",2017,3,134991.2,153255.5
"Utah",49015,"Extreme Heat Event",2018,6,83902.9,71523.1
"Utah",49015,"Extreme Heat Event",2019,2,88524.9,72675.4
"Utah",49015,"Extreme Heat Event",2021,8,112576.4,80246.8
"Utah",49015,"Extreme Heat Event",2022,4,74970.7,48031.1
"Utah",49017,"Extreme Cold Event",2008,6,688845.8,414922.2
"Utah",49017,"Extreme Cold Event",2009,14,572553.3,613735.4
"Utah",49017,"Extreme Cold Event",2010,3,861459.4,785197.5
"Utah",49017,"Extreme Cold Event",2011,14,937758.9,599404.7
"Utah",49017,"Extreme Cold Event",2012,6,627639.7,734972.7
"Utah",49017,"Extreme Cold Event",2013,20,1399208.8,472577.2
"Utah",49017,"Extreme Cold Event",2014,3,544946.4,784340
"Utah",49017,"Extreme Cold Event",2015,10,854307.3,846764.6
"Utah",49017,"Extreme Cold Event",2016,15,699900.7,800026.4
"Utah",49017,"Extreme Cold Event",2017,9,351324.4,476601.3
"Utah",49017,"Extreme Cold Event",2018,1,1322641,NA
"Utah",49017,"Extreme Cold Event",2019,10,886349.9,756361.2
"Utah",49017,"Extreme Cold Event",2020,8,1220838.8,287940.1
"Utah",49017,"Extreme Cold Event",2021,1,153216.9,NA
"Utah",49017,"Extreme Cold Event",2022,8,1016281.8,732510.2
"Utah",49017,"Extreme Heat Event",2010,6,321360.7,164859.1
"Utah",49017,"Extreme Heat Event",2013,4,120433.3,112222.1
"Utah",49017,"Extreme Heat Event",2015,2,52600,31537
"Utah",49017,"Extreme Heat Event",2017,8,99576.4,104945.3
"Utah",49017,"Extreme Heat Event",2018,8,417902,235140.8
"Utah",49017,"Extreme Heat Event",2019,2,227040.6,162550.6
"Utah",49017,"Extreme Heat Event",2021,6,225589.2,175997.1
"Utah",49017,"Extreme Heat Event",2022,2,63250,30617.7
"Utah",49019,"Extreme Cold Event",2008,5,1358163.5,433078.1
"Utah",49019,"Extreme Cold Event",2009,14,1493443.2,268036.3
"Utah",49019,"Extreme Cold Event",2010,3,920217.7,572765.3
"Utah",49019,"Extreme Cold Event",2011,13,1448083.9,297567.8
"Utah",49019,"Extreme Cold Event",2012,6,1581590.1,0
"Utah",49019,"Extreme Cold Event",2013,21,1101261.6,251022.9
"Utah",49019,"Extreme Cold Event",2014,1,589531.5,NA
"Utah",49019,"Extreme Cold Event",2015,5,1048379.4,609542.2
"Utah",49019,"Extreme Cold Event",2016,5,524103.9,209427.5
"Utah",49019,"Extreme Cold Event",2017,3,639321,86238
"Utah",49019,"Extreme Cold Event",2018,1,617762.7,NA
"Utah",49019,"Extreme Cold Event",2019,4,968277.2,418377.4
"Utah",49019,"Extreme Cold Event",2020,7,617762.7,0
"Utah",49019,"Extreme Cold Event",2021,1,1581590.1,NA
"Utah",49019,"Extreme Cold Event",2022,6,469106.4,574704.5
"Utah",49019,"Extreme Heat Event",2008,4,150079,111125
"Utah",49019,"Extreme Heat Event",2010,7,282563.1,105346.2
"Utah",49019,"Extreme Heat Event",2011,5,168160,57721.2
"Utah",49019,"Extreme Heat Event",2014,4,165950,59962
"Utah",49019,"Extreme Heat Event",2017,8,328138.4,124338.1
"Utah",49019,"Extreme Heat Event",2018,3,196266.7,44327.2
"Utah",49019,"Extreme Heat Event",2021,1,134200,NA
"Utah",49019,"Extreme Heat Event",2022,4,171125,66614.4
"Utah",49021,"Extreme Cold Event",2008,1,436577.5,NA
"Utah",49021,"Extreme Cold Event",2009,4,795757.6,456093.7
"Utah",49021,"Extreme Cold Event",2010,2,1373604.7,0
"Utah",49021,"Extreme Cold Event",2011,11,975376.5,348148.5
"Utah",49021,"Extreme Cold Event",2012,2,1160991.1,300681
"Utah",49021,"Extreme Cold Event",2013,20,1269031.5,264847.5
"Utah",49021,"Extreme Cold Event",2014,3,780637.8,513524.4
"Utah",49021,"Extreme Cold Event",2015,6,1067174,475095.5
"Utah",49021,"Extreme Cold Event",2016,6,1201013.4,267377.2
"Utah",49021,"Extreme Cold Event",2017,3,759602.3,166672.8
"Utah",49021,"Extreme Cold Event",2019,8,837425.7,450347
"Utah",49021,"Extreme Cold Event",2020,2,260847.4,248519.9
"Utah",49021,"Extreme Cold Event",2022,7,253003.8,171737.7
"Utah",49021,"Extreme Heat Event",2008,1,63800,NA
"Utah",49021,"Extreme Heat Event",2010,5,535073.6,274144.4
"Utah",49021,"Extreme Heat Event",2011,5,221243.5,133922.3
"Utah",49021,"Extreme Heat Event",2013,3,230575.9,185124
"Utah",49021,"Extreme Heat Event",2017,3,224621.6,274578.8
"Utah",49021,"Extreme Heat Event",2018,10,619301.5,325280.6
"Utah",49021,"Extreme Heat Event",2019,2,140200,53740.1
"Utah",49021,"Extreme Heat Event",2021,3,436123.5,270029.4
"Utah",49021,"Extreme Heat Event",2022,7,111628.6,42038.4
"Utah",49023,"Extreme Cold Event",2008,2,204817.5,0
"Utah",49023,"Extreme Cold Event",2009,11,965252.9,584311.1
"Utah",49023,"Extreme Cold Event",2010,3,1049203.9,702879
"Utah",49023,"Extreme Cold Event",2011,14,475527,483292.8
"Utah",49023,"Extreme Cold Event",2012,3,216476.3,19300.2
"Utah",49023,"Extreme Cold Event",2013,27,1216155.3,381557.5
"Utah",49023,"Extreme Cold Event",2014,1,204817.5,NA
"Utah",49023,"Extreme Cold Event",2015,9,983312.7,490478.1
"Utah",49023,"Extreme Cold Event",2016,19,928238.6,574648.6
"Utah",49023,"Extreme Cold Event",2017,7,564986.8,610862.3
"Utah",49023,"Extreme Cold Event",2018,4,416242.3,677455.2
"Utah",49023,"Extreme Cold Event",2019,8,1210379.8,468831.2
"Utah",49023,"Extreme Cold Event",2020,1,77514.7,NA
"Utah",49023,"Extreme Cold Event",2021,2,1428023.3,0
"Utah",49023,"Extreme Cold Event",2022,5,171590.9,134624.8
"Utah",49023,"Extreme Heat Event",2008,1,164719.3,NA
"Utah",49023,"Extreme Heat Event",2010,2,41852.6,37671.9
"Utah",49023,"Extreme Heat Event",2018,4,20433,19010.9
"Utah",49023,"Extreme Heat Event",2019,1,15234.8,NA
"Utah",49025,"Extreme Cold Event",2008,4,1174206.2,0
"Utah",49025,"Extreme Cold Event",2009,5,1307568.5,131434.7
"Utah",49025,"Extreme Cold Event",2010,2,1050179.4,872154.8
"Utah",49025,"Extreme Cold Event",2011,8,1408190.3,250747.2
"Utah",49025,"Extreme Cold Event",2012,2,1397681.8,58903.6
"Utah",49025,"Extreme Cold Event",2013,19,1379252.2,501721.8
"Utah",49025,"Extreme Cold Event",2014,3,1141077,469846.4
"Utah",49025,"Extreme Cold Event",2015,8,1224976.2,374683.8
"Utah",49025,"Extreme Cold Event",2016,6,476775.4,564883.9
"Utah",49025,"Extreme Cold Event",2017,4,1025881.2,312140.4
"Utah",49025,"Extreme Cold Event",2018,1,6233.2,NA
"Utah",49025,"Extreme Cold Event",2019,9,820409.3,682049.3
"Utah",49025,"Extreme Cold Event",2020,9,348329.6,522033
"Utah",49025,"Extreme Cold Event",2022,8,1206627.1,490655.2
"Utah",49025,"Extreme Heat Event",2010,6,32780.7,14075.6
"Utah",49025,"Extreme Heat Event",2017,5,9049.3,6829.6
"Utah",49025,"Extreme Heat Event",2018,10,14837.1,9308.5
"Utah",49025,"Extreme Heat Event",2019,2,57370.2,52209.7
"Utah",49025,"Extreme Heat Event",2021,4,171202.4,209752.1
"Utah",49025,"Extreme Heat Event",2022,3,113471.6,13503.4
"Utah",49027,"Extreme Cold Event",2008,2,1954.6,0
"Utah",49027,"Extreme Cold Event",2009,9,1002275.7,1107945
"Utah",49027,"Extreme Cold Event",2010,3,2128283.7,1331206
"Utah",49027,"Extreme Cold Event",2011,12,1891998.3,1031605.3
"Utah",49027,"Extreme Cold Event",2012,3,1641678.5,1423353.7
"Utah",49027,"Extreme Cold Event",2013,24,1898219.3,1050624.3
"Utah",49027,"Extreme Cold Event",2014,1,1954.6,NA
"Utah",49027,"Extreme Cold Event",2015,8,2164719.9,758942.6
"Utah",49027,"Extreme Cold Event",2016,18,2384978,574861.8
"Utah",49027,"Extreme Cold Event",2017,6,1541611.5,1203232
"Utah",49027,"Extreme Cold Event",2018,1,2253287.4,NA
"Utah",49027,"Extreme Cold Event",2019,8,1858993.7,1073475
"Utah",49027,"Extreme Cold Event",2021,2,2253287.4,0
"Utah",49027,"Extreme Cold Event",2022,2,1954.6,0
"Utah",49027,"Extreme Heat Event",2010,3,42449.7,30193.1
"Utah",49027,"Extreme Heat Event",2011,2,6889.4,7175.7
"Utah",49027,"Extreme Heat Event",2017,1,6729.3,NA
"Utah",49027,"Extreme Heat Event",2018,9,375887.9,412725.2
"Utah",49027,"Extreme Heat Event",2019,2,2450,495
"Utah",49027,"Extreme Heat Event",2021,12,219467.6,131424.1
"Utah",49027,"Extreme Heat Event",2022,6,129005.3,33872.7
"Utah",49029,"Extreme Cold Event",2008,1,278182.1,NA
"Utah",49029,"Extreme Cold Event",2009,6,263357.4,37520.1
"Utah",49029,"Extreme Cold Event",2010,3,278797.7,0
"Utah",49029,"Extreme Cold Event",2011,12,101992.9,130710.5
"Utah",49029,"Extreme Cold Event",2012,1,5337.1,NA
"Utah",49029,"Extreme Cold Event",2013,22,203742.3,124376.6
"Utah",49029,"Extreme Cold Event",2014,3,160543.6,133317.2
"Utah",49029,"Extreme Cold Event",2015,5,276706.5,4676
"Utah",49029,"Extreme Cold Event",2016,8,118930.4,130278.9
"Utah",49029,"Extreme Cold Event",2017,6,196915.8,63425.5
"Utah",49029,"Extreme Cold Event",2018,4,168988.6,0
"Utah",49029,"Extreme Cold Event",2019,8,135705.3,115563.5
"Utah",49029,"Extreme Cold Event",2020,1,168988.6,NA
"Utah",49029,"Extreme Cold Event",2022,7,165725.3,78393.8
"Utah",49029,"Extreme Heat Event",2008,2,43183.9,41012.2
"Utah",49029,"Extreme Heat Event",2010,6,174356.5,112136.3
"Utah",49029,"Extreme Heat Event",2011,2,15474.2,1074.6
"Utah",49029,"Extreme Heat Event",2013,5,160365.7,96704.5
"Utah",49029,"Extreme Heat Event",2014,5,94862,115035.7
"Utah",49029,"Extreme Heat Event",2015,6,70402.3,69172.9
"Utah",49029,"Extreme Heat Event",2017,1,36823.1,NA
"Utah",49029,"Extreme Heat Event",2018,3,167231.2,124051.2
"Utah",49029,"Extreme Heat Event",2021,6,191822.2,52992.5
"Utah",49029,"Extreme Heat Event",2022,4,84982,112252.1
"Utah",49031,"Extreme Cold Event",2009,3,322624.5,0
"Utah",49031,"Extreme Cold Event",2010,2,322624.5,0
"Utah",49031,"Extreme Cold Event",2011,10,322624.5,0
"Utah",49031,"Extreme Cold Event",2012,2,322624.5,0
"Utah",49031,"Extreme Cold Event",2013,19,305947.5,72693.2
"Utah",49031,"Extreme Cold Event",2014,1,5762,NA
"Utah",49031,"Extreme Cold Event",2015,7,265394.5,114293.6
"Utah",49031,"Extreme Cold Event",2016,17,243466.8,114624.9
"Utah",49031,"Extreme Cold Event",2017,6,300488.4,24248.8
"Utah",49031,"Extreme Cold Event",2018,1,5041.7,NA
"Utah",49031,"Extreme Cold Event",2019,6,245868.1,123067.2
"Utah",49031,"Extreme Cold Event",2021,2,5041.7,0
"Utah",49031,"Extreme Cold Event",2022,3,322624.5,0
"Utah",49031,"Extreme Heat Event",2010,4,7332,2566
"Utah",49031,"Extreme Heat Event",2013,1,5822.7,NA
"Utah",49031,"Extreme Heat Event",2017,1,9554.2,NA
"Utah",49031,"Extreme Heat Event",2018,9,88412.6,71383.1
"Utah",49031,"Extreme Heat Event",2021,3,57499.4,76721.4
"Utah",49033,"Extreme Cold Event",2008,1,474697.9,NA
"Utah",49033,"Extreme Cold Event",2009,6,499192.8,12000
"Utah",49033,"Extreme Cold Event",2010,4,402197.9,203787.8
"Utah",49033,"Extreme Cold Event",2011,13,243606.6,243974.1
"Utah",49033,"Extreme Cold Event",2012,1,474697.9,NA
"Utah",49033,"Extreme Cold Event",2013,23,456488.5,110161.6
"Utah",49033,"Extreme Cold Event",2014,3,500521.2,6184.5
"Utah",49033,"Extreme Cold Event",2015,9,418674.5,157905.2
"Utah",49033,"Extreme Cold Event",2016,5,490484.5,30426.8
"Utah",49033,"Extreme Cold Event",2017,6,456526.1,36844.2
"Utah",49033,"Extreme Cold Event",2018,1,329709.4,NA
"Utah",49033,"Extreme Cold Event",2019,4,453147.7,83450.6
"Utah",49033,"Extreme Cold Event",2020,3,31472,0
"Utah",49033,"Extreme Cold Event",2022,6,329684.8,244308.5
"Utah",49033,"Extreme Heat Event",2010,4,122717,66825
"Utah",49033,"Extreme Heat Event",2011,3,54323.9,35702.9
"Utah",49033,"Extreme Heat Event",2013,7,95274,77531.4
"Utah",49033,"Extreme Heat Event",2014,5,291964.8,178424.1
"Utah",49033,"Extreme Heat Event",2015,4,240321.5,242842.2
"Utah",49033,"Extreme Heat Event",2017,1,91164.6,NA
"Utah",49033,"Extreme Heat Event",2018,5,107864.4,100410.3
"Utah",49033,"Extreme Heat Event",2021,5,361464.9,160431.6
"Utah",49033,"Extreme Heat Event",2022,5,148302.6,171435.3
"Utah",49035,"Extreme Cold Event",2008,1,363063.2,NA
"Utah",49035,"Extreme Cold Event",2009,5,326976.1,80693.3
"Utah",49035,"Extreme Cold Event",2010,3,363063.2,0
"Utah",49035,"Extreme Cold Event",2011,11,289784.6,58932.2
"Utah",49035,"Extreme Cold Event",2013,20,323888.2,80385.4
"Utah",49035,"Extreme Cold Event",2014,1,363063.2,NA
"Utah",49035,"Extreme Cold Event",2015,5,362999.9,86.7
"Utah",49035,"Extreme Cold Event",2016,7,269077.5,45279.1
"Utah",49035,"Extreme Cold Event",2017,2,363063.2,0
"Utah",49035,"Extreme Cold Event",2018,4,363063.2,0
"Utah",49035,"Extreme Cold Event",2019,6,343428.9,48094.1
"Utah",49035,"Extreme Cold Event",2020,1,363063.2,NA
"Utah",49035,"Extreme Cold Event",2022,4,335481.2,55164
"Utah",49035,"Extreme Heat Event",2008,1,40918.5,NA
"Utah",49035,"Extreme Heat Event",2010,4,92376.4,36641.3
"Utah",49035,"Extreme Heat Event",2013,7,55579.7,28047
"Utah",49035,"Extreme Heat Event",2014,2,48895.3,15389.8
"Utah",49035,"Extreme Heat Event",2015,5,40188.2,22485.1
"Utah",49035,"Extreme Heat Event",2017,8,51927.7,37508.3
"Utah",49035,"Extreme Heat Event",2018,2,80229.3,29933.5
"Utah",49035,"Extreme Heat Event",2021,5,117397.1,99681.3
"Utah",49035,"Extreme Heat Event",2022,9,164982,126988.8
"Utah",49037,"Extreme Cold Event",2008,8,428738,223088.6
"Utah",49037,"Extreme Cold Event",2009,14,899124.2,1032897.2
"Utah",49037,"Extreme Cold Event",2010,2,516743.7,213990.1
"Utah",49037,"Extreme Cold Event",2011,14,1947098.8,1374417.9
"Utah",49037,"Extreme Cold Event",2012,6,452979.9,333196.7
"Utah",49037,"Extreme Cold Event",2013,21,217947.6,174505.7
"Utah",49037,"Extreme Cold Event",2014,3,125727.7,207588.1
"Utah",49037,"Extreme Cold Event",2015,5,1347712.7,1513810.1
"Utah",49037,"Extreme Cold Event",2016,6,1706825.5,1283112.3
"Utah",49037,"Extreme Cold Event",2017,3,1150950.4,1462884.3
"Utah",49037,"Extreme Cold Event",2019,7,2544555.3,1123269.5
"Utah",49037,"Extreme Cold Event",2020,1,5685.8,NA
"Utah",49037,"Extreme Cold Event",2021,1,668057.5,NA
"Utah",49037,"Extreme Cold Event",2022,7,13031.1,9161.2
"Utah",49037,"Extreme Heat Event",2010,9,6346.6,3415.7
"Utah",49037,"Extreme Heat Event",2013,3,6616,2135.6
"Utah",49037,"Extreme Heat Event",2015,2,6300,707.1
"Utah",49037,"Extreme Heat Event",2016,2,7250,2050.6
"Utah",49037,"Extreme Heat Event",2017,2,2883.9,1143.6
"Utah",49037,"Extreme Heat Event",2018,3,12061.4,5994.9
"Utah",49037,"Extreme Heat Event",2019,2,4801,1338.9
"Utah",49037,"Extreme Heat Event",2021,5,6149.9,2639
"Utah",49039,"Extreme Cold Event",2008,3,457874.5,395052.6
"Utah",49039,"Extreme Cold Event",2009,9,459719.9,344034.4
"Utah",49039,"Extreme Cold Event",2010,2,695270.2,0
"Utah",49039,"Extreme Cold Event",2011,13,476154,286995.6
"Utah",49039,"Extreme Cold Event",2012,3,692166.2,5376.3
"Utah",49039,"Extreme Cold Event",2013,24,449036.4,204948.6
"Utah",49039,"Extreme Cold Event",2014,1,685958.2,NA
"Utah",49039,"Extreme Cold Event",2015,7,644020.1,77194.9
"Utah",49039,"Extreme Cold Event",2016,17,518440,137679.2
"Utah",49039,"Extreme Cold Event",2017,5,636126.7,74747.1
"Utah",49039,"Extreme Cold Event",2018,2,354775.9,299256.7
"Utah",49039,"Extreme Cold Event",2019,9,299938.5,294744.4
"Utah",49039,"Extreme Cold Event",2020,7,143169.4,0
"Utah",49039,"Extreme Cold Event",2021,2,566382.3,0
"Utah",49039,"Extreme Cold Event",2022,3,511867.2,301534.5
"Utah",49039,"Extreme Heat Event",2010,3,90496.1,48180.5
"Utah",49039,"Extreme Heat Event",2014,1,15339.7,NA
"Utah",49039,"Extreme Heat Event",2017,1,9077.9,NA
"Utah",49039,"Extreme Heat Event",2018,3,43853.5,28576.1
"Utah",49039,"Extreme Heat Event",2019,1,51030.2,NA
"Utah",49039,"Extreme Heat Event",2021,4,1623.7,1533.8
"Utah",49041,"Extreme Cold Event",2008,3,220839.7,84996.1
"Utah",49041,"Extreme Cold Event",2009,7,418756.9,272891.1
"Utah",49041,"Extreme Cold Event",2010,2,768372,69099.9
"Utah",49041,"Extreme Cold Event",2011,11,590843,181257.9
"Utah",49041,"Extreme Cold Event",2012,3,634792.7,315995.8
"Utah",49041,"Extreme Cold Event",2013,18,448517.2,155549.4
"Utah",49041,"Extreme Cold Event",2014,1,269912.2,NA
"Utah",49041,"Extreme Cold Event",2015,7,764743.7,66882.6
"Utah",49041,"Extreme Cold Event",2016,17,773137.7,86029.1
"Utah",49041,"Extreme Cold Event",2017,7,585020.3,228045.5
"Utah",49041,"Extreme Cold Event",2018,1,604724.6,NA
"Utah",49041,"Extreme Cold Event",2019,6,555307.6,276867.7
"Utah",49041,"Extreme Cold Event",2021,2,604724.6,0
"Utah",49041,"Extreme Cold Event",2022,5,340318.2,147625
"Utah",49041,"Extreme Heat Event",2018,6,144396.9,126148.2
"Utah",49041,"Extreme Heat Event",2021,8,84957.6,55731.9
"Utah",49041,"Extreme Heat Event",2022,5,6393.2,7192
"Utah",49043,"Extreme Cold Event",2008,1,370422.5,NA
"Utah",49043,"Extreme Cold Event",2009,8,574463.5,336320
"Utah",49043,"Extreme Cold Event",2010,3,709427.8,238452.3
"Utah",49043,"Extreme Cold Event",2011,12,736654.1,204144.8
"Utah",49043,"Extreme Cold Event",2012,2,137866.6,0
"Utah",49043,"Extreme Cold Event",2013,22,558878.7,327819.4
"Utah",49043,"Extreme Cold Event",2014,6,343689.1,371517
"Utah",49043,"Extreme Cold Event",2015,9,387278.2,384007
"Utah",49043,"Extreme Cold Event",2016,5,607676.9,341571.3
"Utah",49043,"Extreme Cold Event",2017,2,835781.6,24294.6
"Utah",49043,"Extreme Cold Event",2018,4,128218.4,0
"Utah",49043,"Extreme Cold Event",2019,7,307722.2,288393.4
"Utah",49043,"Extreme Cold Event",2020,1,128218.4,NA
"Utah",49043,"Extreme Cold Event",2022,8,390879,311961
"Utah",49043,"Extreme Heat Event",2010,5,77699.6,82074.8
"Utah",49043,"Extreme Heat Event",2011,3,23550.3,23747.7
"Utah",49043,"Extreme Heat Event",2013,5,59623.3,62321
"Utah",49043,"Extreme Heat Event",2014,5,84946.4,79850
"Utah",49043,"Extreme Heat Event",2015,1,26577.6,NA
"Utah",49043,"Extreme Heat Event",2017,1,26396.7,NA
"Utah",49043,"Extreme Heat Event",2018,4,98083.5,81769.7
"Utah",49043,"Extreme Heat Event",2021,5,65582.9,31550
"Utah",49043,"Extreme Heat Event",2022,5,44574.9,44741.5
